source_row_idx,ocid,tender_title,tender_datePublished,tender_procurementMethod,tender_numberOfTenderers,tender_value_amount,award_value_amount,buyer_name,supplier_name,flag_short_title,flag_short_description,flag_q4_timing,flag_price_deviation,flag_high_value,flag_repeat_pair_history,flag_supplier_recent_surge,flag_buyer_value_spike,flag_count,risk_label,verified_label,confidence,notes
36679,ocds-20h3g7-RUP-4834343-42506521,Pembangunan Jalan Inspeksi Ham Muka Ataran Simpang Telu Desa Prupus Kec. Buay Runjung,2023-03-09 11:04:36,,,,,Pemerintah Daerah Kabupaten Ogan Komering Ulu Selatan,,False,False,False,False,False,False,False,False,0,0,,,
13572,ocds-20h3g7-RUP-3664478-40816193,Pembangunan Perkuatan Tebing di Dusun II Desa Dahadano Gawu-Gawu Kecamata Gunungsitoli,2023-01-31 01:28:21,,,,,Pemerintah Daerah Kota Gunungsitoli,,False,False,False,False,False,False,False,False,0,0,,,
1594,ocds-20h3g7-RUP-3606348-39098305,Belanja Modal Pembangunan Ruang Laboratarium Komputer Beserta Perabotnya SMPN 33 Mukomuko,2023-01-07 09:25:22,,,,,Pemerintah Daerah Kabupaten Muko-Muko,,False,False,False,False,False,False,False,False,0,0,,,
23502,ocds-20h3g7-RUP-9243119-41706765,"Tenaga Ahli Institutional & Fund Channeling Specialist, Kegiatan Persiapan Program Hibah Compact 2",2023-02-14 11:09:04,,,,,Kementerian Perencanaan Pembangunan Nasional,,False,False,False,False,False,False,False,False,0,0,,,
28585,ocds-20h3g7-12996361,Jasa konsultan pengawas kegiatan kontraktual (Penugasan) Tematik 5,2023-02-23 00:00:00,,,450000000.0,433221900.0,Pemerintah Daerah Provinsi Maluku Utara,CV. ARSO DALEM,False,False,False,False,False,False,False,False,0,0,,,
15463,ocds-20h3g7-RUP-3112214-41070757,Pembangunan toilet (jamban) beserta sanitasinya (DAK SMP) SMP Negeri 2 Palu,2023-02-01 21:55:42,,,,,Pemerintah Daerah Kota Palu,,False,False,False,False,False,False,False,False,0,0,,,
21882,ocds-20h3g7-RUP-4520147-41467045,Pengadaan Armada Penangkapan Ikan (Kapal 2 GT) Untuk Nelayan Tradisional,2023-02-11 14:06:24,,,,,Pemerintah Daerah Kabupaten Karimun,,False,False,False,False,False,False,False,False,0,0,,,
5663,ocds-20h3g7-56314127,Perencanaan Teknis Pembangunan Kantor Camat Mampang Prapatan,2023-01-16 00:00:00,,,513354432.0,478881750.0,Pemerintah Daerah Provinsi DKI Jakarta,PT. ALOCITA MANDIRI,False,False,False,False,False,False,False,False,0,0,,,
20171,ocds-20h3g7-7289269,Pengawasan Penanganan Jl. Simp. KM 15 Ds.Bertam - Ds. Bertam (Jalan Propinsi Ness) (DAK),2023-02-09 00:00:00,,,349996300.0,342670320.0,Pemerintah Daerah Kabupaten Muaro Jambi,SETINDO KARYA KONSULTAN,False,False,False,False,False,False,False,False,0,0,,,
6001,ocds-20h3g7-RUP-2048459-39239098,Rehabilitasi Ruang Kelas SMP Negeri 2 Tebing Tinggi Kec. Tebing Tinggi,2023-01-16 19:12:16,,,,,Pemerintah Daerah Kabupaten Meranti,,False,False,False,False,False,False,False,False,0,0,,,
24734,ocds-20h3g7-RUP-6426059-41802925,Rehabilitasi sedang/berat ruang kelas SDN 2 Lok Batu Kec. Haruai (3 ruang),2023-02-15 20:35:56,,,,,Pemerintah Daerah Kabupaten Tabalong,,False,False,False,False,False,False,False,False,0,0,,,
31801,ocds-20h3g7-RUP-14627286-42131782,Rehabilitasi Ruang Kelas SDN Kutawaru 02 dan SDN Kutawaru 03 Kec .Cilacap Tengah (SG),2023-03-01 05:46:51,,,,,Pemerintah Daerah Kabupaten Cilacap,,False,False,False,False,False,False,False,False,0,0,,,
21771,ocds-20h3g7-RUP-5720639-41350549,Rehabilitasi ruang kelas dengan tingkat kerusakan minimal sedang beserta perabotnya SD INPRES SEMPAN BARAT (DAK),2023-02-10 18:21:27,,,,,Pemerintah Daerah Kabupaten Mimika,,False,False,False,False,False,False,False,False,0,0,,,
31300,ocds-20h3g7-RUP-4679370-42334726,Pengembangan Jaringan Distribusi dan Sambungan Rumah di Gampong Sungai Lueng,2023-02-28 15:53:58,,,,,Pemerintah Daerah Kota Langsa,,False,False,False,False,False,False,False,False,0,0,,,
17070,ocds-20h3g7-RUP-2160523-40640949,Peningkatan Jalan Panyanggar menuju sidogap- dogap  Kecamatan Padang Sidempuan Utara,2023-02-03 15:37:30,,,,,Pemerintah Daerah Kota Padang Sidempuan,,False,False,False,False,False,False,False,False,0,0,,,
21378,ocds-20h3g7-RUP-5943311-41563926,Pembangunan Gedung Serba Guna Desa Prabumulih 1 Kecamatan Muara Lakitan,2023-02-10 08:36:12,,,,,Pemerintah Daerah Kabupaten Musi Rawas,,False,False,False,False,False,False,False,False,0,0,,,
27410,ocds-20h3g7-RUP-19642288-41950378,Pembangunan Ruang UKS beserta Perabotnya pada SLB Negeri Kota Ambon,2023-02-21 11:55:23,,,,,Pemerintah Daerah Provinsi Maluku,,False,False,False,False,False,False,False,False,0,0,,,
1970,ocds-20h3g7-19842044,"PENGADAAN PENYUSUNAN, PERCETAKAN DAN PENGIRIMAN MAJALAH TRIBRATA NEWS T.A. 2023",2023-01-09 00:00:00,,,3421228000.0,3419461000.0,Kepolisian Negara Republik Indonesia,PT.BUANA INTI SEJAHTERA,False,False,False,False,False,False,False,False,0,0,,,
5547,ocds-20h3g7-RUP-4271140-39599908,Perluasan SPAM Perpipaan Perdesaan Desa Talagening Kecamatan Bobotsari,2023-01-15 22:00:38,,,,,Pemerintah Daerah Kabupaten Purbalingga,,False,False,False,False,False,False,False,False,0,0,,,
6432,ocds-20h3g7-RUP-10265423-39096768,Peningkatan  Jalan  Dukuh  Sambi  4  RW  01  Desa  Pundenarum  Kecamatan  Karangawen  Kabupaten  Demak,2023-01-17 03:58:42,,,,,LPSE Kabupaten Demak,,False,False,False,False,False,False,False,False,0,0,,,
34394,ocds-20h3g7-RUP-21151121-41617846,Pembangunan Embung/Bangunan Penampung Air Desa Ogan Lima Kec. Abung Barat Kab. Lampung Utara,2023-03-06 09:49:16,,,,,Pemerintah Daerah Provinsi Lampung,,False,False,False,False,False,False,False,False,0,0,,,
33175,ocds-20h3g7-56589127,Jasa Konsultansi Pengawasan Pembangunan Puskesmas Kelurahan Kampung Rambutan,2023-03-03 00:00:00,,,735218623.2,679542000.0,Pemerintah Daerah Provinsi DKI Jakarta,PT. BAYU BERLIAN MANDIRI,False,False,False,False,False,False,False,False,0,0,,,
23282,ocds-20h3g7-5447474,Pembangunan jalan Titian Kp Bajo Kel Anaiwoi (DAK Integrasi)  Paket 2,2023-02-14 00:00:00,,,3409956000.0,3380663160.42,LPSE Kabupaten Kolaka,CV.MANDIRI SEJAHTERA JAYA,False,False,False,False,False,False,False,False,0,0,,,
36621,ocds-20h3g7-RUP-80860014-42616240,Rekonstruksi Jalan Kec. Pamulihan Kab. Garut (BKK JABAR) (Rekonstruksi Ruas Jalan Cisandaan Pakenjeng lama),2023-03-09 08:36:17,,,,,Pemerintah Daerah Kabupaten Garut,,False,False,False,False,False,False,False,False,0,0,,,
26914,ocds-20h3g7-RUP-1069572-42008685,Pengadaan Jasa Konsultan Perencana Pembangunan Barak dan Ruang Makan SPN Polda Kalsel,2023-02-20 16:39:44,,,,,Kepolisian Negara Republik Indonesia,,False,False,False,False,False,False,False,False,0,0,,,
22729,ocds-20h3g7-RUP-19501170-38428968,Pekerjaan Konstruksi Pembangunan Ruang Kelas Baru (RKB) MTsN 11 Jakarta,2023-02-13 15:40:34,,,,,Kementerian Agama,,False,False,False,False,False,False,False,False,0,0,,,
18927,ocds-20h3g7-RUP-3169476-41393106,Belanja Modal Pembangunan/Rehabilitasi SMPN Satu Atap 1 Kelumbayan,2023-02-07 13:20:21,,,,,Pemerintah Daerah Kabupaten Tanggamus,,False,False,False,False,False,False,False,False,0,0,,,
24490,ocds-20h3g7-RUP-13677012-41675817,Paket Pekerjaan Rehabilitasi Gedung Kantor Dinas Pendidikan Provinsi Kalimantan Tengah,2023-02-15 11:48:14,,,,,Pemerintah Daerah Provinsi Kalimantan Tengah,,False,False,False,False,False,False,False,False,0,0,,,
18923,ocds-20h3g7-RUP-3180476-41387382,Belanja Modal Pembangunan/Rehabilitasi SDN 1 Suka Merindu Kecamatan Talang Padang,2023-02-07 13:20:21,,,,,Pemerintah Daerah Kabupaten Tanggamus,,False,False,False,False,False,False,False,False,0,0,,,
25531,ocds-20h3g7-19275170,Pengadaan Jasa Konstruksi Pembangunan Gedung PLHUT Kab. Barru - SBSN,2023-02-17 00:00:00,,,2700000000.0,2375619985.48,Kementerian Agama,CV.CITRA CELEBES MANDIRI,False,False,False,False,False,False,False,False,0,0,,,
9941,ocds-20h3g7-RUP-7060052-39347322,Lanjutan Pembangunan Masjid Nurul Iman Tahap III Desa Lempesu Kec. Paser Belengkong,2023-01-25 17:28:15,,,,,Pemerintah Daerah Kabupaten Paser,,False,False,False,False,False,False,False,False,0,0,,,
15519,ocds-20h3g7-22633252,Pengadaan Jasa konsultan Konstruksi  Perencanaan Rehabilitasi Gedung dan Bangunan Pada Lapas Perempuan Kelas III Mataram - Nusa Tenggara Barat Tahun Anggaran 2023,2023-02-02 00:00:00,,,263753205.0,263484030.0,Kementerian Hukum Dan Hak Asasi Manusia RI,CV. DANASADY Consultant,False,False,False,False,False,False,False,False,0,0,,,
19497,ocds-20h3g7-RUP-9595290-41402137,Belanja Modal Bangunan Kesehatan (Rehab Berat Pustu Lumahan),2023-02-08 09:44:07,,,,,Pemerintah Daerah Kabupaten Tanjung Jabung Barat,,False,False,False,False,False,False,False,False,0,0,,,
27231,ocds-20h3g7-1041533,PEMELIHARAAN KAPAL POLISI NON STANDAR DITPOLAIRUD POLDA KALBAR TA.2023,2023-02-21 00:00:00,,,1097599635.0,1090079385.0,Kepolisian Negara Republik Indonesia,CV. RAJAWALI FIBER,False,False,False,False,False,False,False,False,0,0,,,
19224,ocds-20h3g7-6079581,PEMELIHARAAN DAN PERAWATAN KENDARAAN PUSDIK SABHARA T.A. 2023,2023-02-08 00:00:00,,,441020000.0,439998000.0,Kepolisian Negara Republik Indonesia,CV. PUTRA AUTO SERVICE,False,False,False,False,False,False,False,False,0,0,,,
13964,ocds-20h3g7-RUP-4977177-40271827,Normalisasi Sungai Bitahan - Muara Tabirai Beserta Ray nya Kecamatan Lokpaikat,2023-01-31 12:07:26,,,,,Pemerintah Daerah Kabupaten Tapin,,False,False,False,False,False,False,False,False,0,0,,,
29567,ocds-20h3g7-RUP-4261194-42209172,Belanja Pengawasan Rehabilitasi Gedung Asrama Menjadi Ruang Kelas Baru,2023-02-24 15:19:16,,,,,Kementerian Ketenagakerjaan,,False,False,False,False,False,False,False,False,0,0,,,
2079,ocds-20h3g7-RUP-4472716-39116024,Pembangunan ruang laboratorium fisika SMKN 1 TANJUNG PALAS TIMUR,2023-01-09 07:12:46,,,,,Pemerintah Daerah Provinsi Kalimantan Utara,,False,False,False,False,False,False,False,False,0,0,,,
14226,ocds-20h3g7-RUP-5081197-39005813,Perbaikan Jalan Desa Sungai Landas sampai Padang Panjang Kecamatan Karang Intan,2023-01-31 15:16:09,,,,,Pemerintah Daerah Kabupaten Banjar,,False,False,False,False,False,False,False,False,0,0,,,
35300,ocds-20h3g7-RUP-234547-42544259,Melaksanakan Kegiatan Kelompok Kerja Reformasi Birokrasi [Belanja Jasa Konsultan],2023-03-07 12:02:24,,,,,Badan Nasional Penanggulangan Terorisme,,False,False,False,False,False,False,False,False,0,0,,,
7804,ocds-20h3g7-RUP-3634437-39606635,Penanganan Long Segmen Peningkatan Jalan Kamarora A - Dusun I,2023-01-19 12:05:31,,,,,Pemerintah Daerah Kabupaten Sigi,,False,False,False,False,False,False,False,False,0,0,,,
28600,ocds-20h3g7-RUP-3695514-42130944,Pembangunan Posyandu Prima Desa Ulee Jalan Kec. Peusangan Selatan,2023-02-23 01:00:49,,,,,Pemerintah Daerah Kabupaten Bireuen,,False,False,False,False,False,False,False,False,0,0,,,
26071,ocds-20h3g7-RUP-2577593-41929098,Pembangunan Gedung Pertemuan Kantor Dinas Kesehatan P2KB Kab. Nias,2023-02-18 09:37:19,,,,,Pemerintah Daerah Kabupaten Nias,,False,False,False,False,False,False,False,False,0,0,,,
180,ocds-20h3g7-RUP-29957244-38987370,Rehabilitasi Sedang/Berat Ruang Kelas SD Negeri Gunungsari I Kec. Baureno,2023-01-04 19:01:54,,,,,Pemerintah Daerah Kabupaten Bojonegoro,,False,False,False,False,False,False,False,False,0,0,,,
12780,ocds-20h3g7-RUP-15017103-39879512,Renovasi Gedung dan Fasilitas Lainnya Kawasan Kenten Golf Course,2023-01-30 08:59:41,,,,,Pemerintah Daerah Provinsi Sumatera Selatan,,False,False,False,False,False,False,False,False,0,0,,,
24765,ocds-20h3g7-16354333,Pekerjaan Konstruksi Renovasi Gedung Pelayanan Jantung Terpadu,2023-02-16 00:00:00,,,5950898778.0,5314337006.67,Pemerintah Daerah Kabupaten Tangerang,CV. MUNCUL CAHAYA WALIWIS,False,False,False,False,False,False,False,False,0,0,,,
20401,ocds-20h3g7-RUP-2678634-41141227,Belanja Jasa Konsultansi Berorientasi Layanan-Jasa Penelitian dan Bantuan Teknik,2023-02-09 10:07:46,,,,,Pemerintah Daerah Kabupaten Pakpak Bharat,,False,False,False,False,False,False,False,False,0,0,,,
1368,ocds-20h3g7-RUP-5044164-39131794,Pemeliharaan Berkala Jalan Paket I (Kec. Taman),2023-01-06 14:36:19,,,,,LPSE Kota Madiun,,False,True,False,False,False,False,False,False,1,1,,,
16916,ocds-20h3g7-RUP-6900160-40281136,Pemeliharaan Berkala Jalan Jayan - Juron,2023-02-03 11:06:43,,,,,Pemerintah Daerah Kabupaten Sukoharjo,,False,True,False,False,False,False,False,False,1,1,,,
11354,ocds-20h3g7-RUP-4401264-39246698,Pembangunan Jalan Lingkungan Pasar Baru RT. 06 Babulu Darat,2023-01-27 16:30:07,,,,,Pemerintah Daerah Kabupaten Penajam Paser Utara,,False,True,False,False,False,False,False,False,1,1,,,
3755,ocds-20h3g7-RUP-6268421-39088353,Pengadaan Armada Fiber Glass 1 GT + Mesin 15 PK Paket D,2023-01-12 06:27:03,,,,,Pemerintah Daerah Kabupaten Halmahera Selatan,,False,True,False,False,False,False,False,False,1,1,,,
21615,ocds-20h3g7-RUP-2645378-41402598,Peningkatan Ruas Jalan Bukit Cermin Kec. Dolok Masihul,2023-02-10 14:10:43,,,,,Pemerintah Daerah Kabupaten Serdang Bedagai,,False,True,False,False,False,False,False,False,1,1,,,
11659,ocds-20h3g7-RUP-4947513-39271293,Rekonstruksi Jalan Ruas Jalan Tianyar Barat - Bubung Lada,2023-01-28 07:24:55,,,,,Pemerintah Daerah Kabupaten Karangasem,,False,True,False,False,False,False,False,False,1,1,,,
34541,ocds-20h3g7-RUP-11796589-42403640,Rekonstruksi Jalan Sindang - Pecuk,2023-03-06 10:09:44,,,,,Pemerintah Daerah Kabupaten Indramayu,,False,True,False,False,False,False,False,False,1,1,,,
9857,ocds-20h3g7-RUP-19102170-39326283,Fisik Gedung Kontruksi MAN 2 Wonosobo,2023-01-25 13:38:48,,,,,Kementerian Agama,,False,True,False,False,False,False,False,False,1,1,,,
412,ocds-20h3g7-RUP-24407016-37858239,Belanja Jasa Konsultansi Pengawasan,2023-01-05 08:05:25,,,,,Pemerintah Daerah Provinsi Sumatera Barat,,False,True,False,False,False,False,False,False,1,1,,,
4408,ocds-20h3g7-RUP-16277316-38980589,Supervisi Rehabilitasi Jalan Letjend. Soeprapto,2023-01-13 10:05:40,,,,,Pemerintah Daerah Kota Balikpapan,,False,True,False,False,False,False,False,False,1,1,,,
36350,ocds-20h3g7-RUP-9812131-42365299,Manajemen dan Pengawasan Konstruksi,2023-03-08 23:47:12,,,,,Pemerintah Daerah Provinsi Nusa Tenggara Timur,,False,True,False,False,False,False,False,False,1,1,,,
35800,ocds-20h3g7-RUP-13776361-42574087,Pembangunan Jalan Permukiman Acango Kab.Halbar,2023-03-08 04:50:15,,,,,Pemerintah Daerah Provinsi Maluku Utara,,False,True,False,False,False,False,False,False,1,1,,,
11321,ocds-20h3g7-RUP-2147605-38436862,Renovasi Rumdis T54 sebanyak 4 Unit di Satrad 232 Dumai,2023-01-27 15:35:49,,,,,Kementerian Pertahanan,,False,True,False,False,False,False,False,False,1,1,,,
31907,ocds-20h3g7-RUP-5434502-42362711,Pembangunan Ruang UKS SMP YPN Noling (DAK),2023-03-01 10:43:24,,,,,Pemerintah Daerah Kabupaten Luwu,,False,True,False,False,False,False,False,False,1,1,,,
21477,ocds-20h3g7-RUP-7045398-41393072,Rehabilitasi Jaringan Irigasi D.I Ciawi,2023-02-10 10:13:10,,,,,Pemerintah Daerah Kabupaten Cirebon,,False,True,False,False,False,False,False,False,1,1,,,
16255,ocds-20h3g7-RUP-10108423-40222921,Peningkatan SPAM Desa SIDOKUMPUL Kecamatan GUNTUR (DAK),2023-02-02 16:36:27,,,,,LPSE Kabupaten Demak,,False,True,False,False,False,False,False,False,1,1,,,
29182,ocds-20h3g7-17937035,Perbaikan Jembatan Talisayan,2023-02-24 00:00:00,,,999991000.0,799992800.0,Pemerintah Daerah Provinsi Kalimantan Timur,KARYA MULIA MUDA,False,True,False,False,False,False,False,False,1,1,,,
5849,ocds-20h3g7-RUP-80620014-39788289,Penyusunan Rencana Model Pengembangan Hunian Berkelanjutan,2023-01-16 12:49:49,,,,,Pemerintah Daerah Provinsi Jawa Barat,,False,True,False,False,False,False,False,False,1,1,,,
21395,ocds-20h3g7-RUP-1604187-41316214,Pembangunan Dermaga Sungai Desa Paranonge,2023-02-10 08:51:52,,,,,LPSE Kabupaten Tojo una-una,,False,True,False,False,False,False,False,False,1,1,,,
30241,ocds-20h3g7-RUP-31526601-41512123,Rehabilitasi Ruang Kelas SDN KOLEANG 06 Kecamatan JASINGA,2023-02-27 09:33:39,,,,,Pemerintah Daerah Kabupaten Bogor,,False,True,False,False,False,False,False,False,1,1,,,
36603,ocds-20h3g7-RUP-2044722-41078601,Pembangunan pagar kantor Camat Wasile Timur,2023-03-09 07:27:09,,,,,Pemerintah Daerah Kabupaten Halmahera Timur,,False,True,False,False,False,False,False,False,1,1,,,
31905,ocds-20h3g7-RUP-3560338-42136202,Pembangunan Rumah Dinas Guru SDN 008 Beringin Lumbis,2023-03-01 10:32:38,,,,,Pemerintah Daerah Kabupaten Nunukan,,False,True,False,False,False,False,False,False,1,1,,,
33644,ocds-20h3g7-RUP-84836064-42461490,Penataan Kawasan Medan Belawan Bahari,2023-03-03 16:27:21,,,,,Kementerian Pekerjaan Umum dan Perumahan Rakyat,,False,True,False,False,False,False,False,False,1,1,,,
8810,ocds-20h3g7-RUP-1227702-40208141,Pembangunan Lanjutan Gedung Kantor Camat Abad Selatan,2023-01-22 18:58:11,,,,,Pemerintah Daerah Kabupaten Alor,,False,True,False,False,False,False,False,False,1,1,,,
21869,ocds-20h3g7-RUP-1952135-41564454,Pembangunan Bangunan Gudang Obat RS Kelas D Pratama Tanali,2023-02-11 06:54:18,,,,,Pemerintah Daerah Kabupaten Ende,,False,True,False,False,False,False,False,False,1,1,,,
15814,ocds-20h3g7-RUP-6072509-40738695,Pembangunan Pondok Tahfidz 2 Pulau Salemo,2023-02-02 08:19:03,,,,,Pemerintah Daerah Kabupaten Pangkajene dan Kepulauan,,False,True,False,False,False,False,False,False,1,1,,,
5998,ocds-20h3g7-RUP-2042459-39336919,Pembangunan Ruang Guru SD Negeri 11 Sungai Tengah,2023-01-16 19:12:16,,,,,Pemerintah Daerah Kabupaten Meranti,,False,True,False,False,False,False,False,False,1,1,,,
15836,ocds-20h3g7-RUP-8353496-41084808,PEMBANGUNAN LAB KOMPUTER BESERTA PERABOTNYA SMPN 1 Meranti,2023-02-02 08:51:37,,,,,Pemerintah Daerah Kabupaten Landak,,False,True,False,False,False,False,False,False,1,1,,,
23917,ocds-20h3g7-RUP-9442161-41139882,"Peningkatan Jl. Pelajar RT. 005 RW. 009, Desa Boncah Mahang",2023-02-14 22:08:44,,,,,Pemerintah Daerah Kabupaten Bengkalis,,False,True,False,False,False,False,False,False,1,1,,,
36996,ocds-20h3g7-1581187,Rehabilitasi Dermaga Desa Kabalutan Kec. Talatako,2023-03-10 00:00:00,,,1255270000.0,1250000000.0,LPSE Kabupaten Tojo una-una,CV.TELUK MAS,False,True,False,False,False,False,False,False,1,1,,,
6274,ocds-20h3g7-4990588,Pengadaan Kapor Paket 1.b Jaket Loreng TNI AL (Wiltim) TA 2023 - Disbekal,2023-01-17 00:00:00,,,11135400000.0,11052300000.0,Kementerian Pertahanan,PT. Tirtho Alam Lestari,False,False,False,False,True,False,False,False,1,1,,,
29551,ocds-20h3g7-RUP-92230114-41932454,Peningkatan Pelabuhan Sungai Rasau Jaya Tahap III,2023-02-24 14:36:39,,,,,Kementerian Perhubungan,,False,True,False,False,False,False,False,False,1,1,,,
13429,ocds-20h3g7-RUP-3352483-40841993,Rekonstruksi Jalan Patih Rumbih Kec. Maliku,2023-01-30 23:39:19,,,,,Pemerintah Daerah Kabupaten Pulang Pisau,,False,True,False,False,False,False,False,False,1,1,,,
292,ocds-20h3g7-RUP-4965367-38920100,Boto - Pronosutan 2.10.06.001,2023-01-04 23:20:30,,,,,Pemerintah Daerah Kabupaten Kulon Progo,,False,True,False,False,False,False,False,False,1,1,,,
880,ocds-20h3g7-83003064,Pembangunan Jaringan Irigasi Tersier D.I Komering Sub D.I Bahuga Kab. OKU Timur Tahap II,2023-01-06 00:00:00,,,14250000000.0,11179125000.0,Kementerian Pekerjaan Umum dan Perumahan Rakyat,CV. Dhellia Mandiri,False,False,False,False,True,False,False,False,1,1,,,
12077,ocds-20h3g7-RUP-5109164-39237997,Rehabilitasi Pagar Yonif Para Raider 501/BY,2023-01-29 12:11:24,,,,,LPSE Kota Madiun,,False,True,False,False,False,False,False,False,1,1,,,
36543,ocds-20h3g7-15054025,SARPRAS Pembangunan Gedung Pembinaan Karakter Mahasiswa,2023-03-09 00:00:00,,,10410177932.24,8328142345.6,Kementerian Pendidikan dan Kebudayaan,CV. ARTHA GRAHA KARYA,False,True,False,False,False,False,False,False,1,1,,,
10022,ocds-20h3g7-4916367,Rekonstruksi Jalan Ps. Bendo - Beku (Lanjutan),2023-01-26 00:00:00,,,2841614000.0,2769500025.57,Pemerintah Daerah Kabupaten Kulon Progo,CV. DANA KENCANA,False,True,False,False,False,False,False,True,2,1,,,
1889,ocds-20h3g7-RUP-5090513-39226540,Pemeliharaan Taman Jagathkarana,2023-01-08 16:51:38,,,,,Pemerintah Daerah Kabupaten Karangasem,,False,True,False,False,False,False,False,False,1,1,,,
2532,ocds-20h3g7-RUP-7094024-39118100,Peningkatan Saluran Drainase Jl. Kuripan,2023-01-10 10:22:36,,,,,Pemerintah Daerah Kota Banjarmasin,,False,True,False,False,False,False,False,False,1,1,,,
33356,ocds-20h3g7-2714670,Pengadaan Modernisasi Perangkat Jaksa Agung Muda Pengawasan Kejaksaan Republik Indonesia Tahun Anggaran 2023,2023-03-03 00:00:00,,,149997991860.0,149884903395.0,Kejaksaan Republik Indonesia,PT Cahaya Radjha,False,False,False,False,True,False,False,False,1,1,,,
15640,ocds-20h3g7-RUP-2679564-40771028,Rekonstruksi Jalan Sukamaju - Lokasi Baru (P5),2023-02-02 01:39:16,,,,,Pemerintah Daerah Kabupaten Seluma,,False,True,False,False,False,False,False,False,1,1,,,
25530,ocds-20h3g7-3079228,Rekonstruksi Jalan Jambean - Batas Jatim,2023-02-17 00:00:00,,,2468904000.0,2447447000.0,Pemerintah Daerah Kabupaten Sragen,CV SOLO BERKARYA,False,True,False,False,False,False,False,False,1,1,,,
2329,ocds-20h3g7-RUP-2712377-39303874,Pengawasan Rekonstruksi Jalan Bukit Jupi (DAK 2023),2023-01-09 21:22:21,,,,,Pemerintah Daerah Kabupaten Kepahiang,,False,True,False,False,False,False,False,False,1,1,,,
24231,ocds-20h3g7-23598638,Pengadaan BBM Pertamax dan Pertamina Dex randis RSPAD Gatot Soebroto TA 2023,2023-02-15 00:00:00,,,3110401810.0,3110401810.0,Kementerian Pertahanan,PT Citra Selaras Niaga,False,False,False,True,False,False,False,False,1,1,,,
19608,ocds-20h3g7-RUP-3455295-39822911,Pembangunan RKB USB SDN 3 BAHOMAKMUR (Lanjutan),2023-02-08 10:46:08,,,,,Pemerintah Daerah Kabupaten Morowali,,False,True,False,False,False,False,False,False,1,1,,,
25971,ocds-20h3g7-RUP-24203638-41924527,Har Alzi Modernisasi Alsus Robot Jihandak Surveillance,2023-02-17 18:01:54,,,,,Kementerian Pertahanan,,False,True,False,False,False,False,False,False,1,1,,,
15999,ocds-20h3g7-RUP-6307336-40721307,Pembangunan Jembatan Sei Kebuyu Kec. Seruyan Tengah,2023-02-02 11:58:30,,,,,Pemerintah Daerah Kabupaten Seruyan,,False,True,False,False,False,False,False,False,1,1,,,
14779,ocds-20h3g7-RUP-8132259-40986760,Jl. Kasturi I,2023-02-01 00:29:28,,,,,Pemerintah Daerah Kota Jambi,,True,True,False,False,False,False,False,False,2,1,,,
718,ocds-20h3g7-RUP-7124052-38062332,Peningkatan Jalan Poros Desa Sangkuriman - Damit,2023-01-05 20:48:32,,,,,Pemerintah Daerah Kabupaten Paser,,False,True,False,False,False,False,False,False,1,1,,,
24808,ocds-20h3g7-802679,Perencanaan DED Jalan Jembatan Beton Distrik Kolofbrasa,2023-02-16 00:00:00,,,399946431.0,395506429.89,Pemerintah Daerah Kabupaten Asmat,CV. DIAGONAL PRISMALOKA CONSULTANT,False,True,False,False,False,False,False,False,1,1,,,
11085,ocds-20h3g7-RUP-45406047-40389527,RENOVASI SELASAR,2023-01-27 10:23:46,,,,,Kementerian Kesehatan,,True,True,False,False,False,False,False,False,2,1,,,
10924,ocds-20h3g7-RUP-2002722-40249347,Pembangunan jalan lapen ke Hotmix dalam desa wayamli,2023-01-27 02:41:53,,,,,Pemerintah Daerah Kabupaten Halmahera Timur,,False,True,False,False,False,False,False,False,1,1,,,
1939,ocds-20h3g7-83211064,PRA STUDI KELAYAKAN JALAN TOL DI JAWA BARAT,2023-01-09 00:00:00,,,1498300000.0,1223553000.0,Kementerian Pekerjaan Umum dan Perumahan Rakyat,PT. PETRA PENIDA ENERGI INDONESIA,False,True,False,False,False,False,False,False,1,1,,,
15340,ocds-20h3g7-RUP-2815353-40755183,Penambahan Ruang Kelas Baru SDN Muara Arai,2023-02-01 16:40:33,,,,,Pemerintah Daerah Kabupaten Barito Selatan,,False,True,False,False,False,False,False,False,1,1,,,
3121,ocds-20h3g7-RUP-12239415-39364470,PENINGKATAN JALAN DESA KEC. JATIROGO (PAKET 9),2023-01-11 05:40:52,,,,,Pemerintah Daerah Kabupaten Tuban,,False,True,False,False,False,False,False,False,1,1,,,
27198,ocds-20h3g7-7296269,Pembangunan Gedung BPKAD Kab. Muaro Jambi,2023-02-21 00:00:00,,,4796104000.0,4724992211.89,Pemerintah Daerah Kabupaten Muaro Jambi,CV.SURYA KENCANA PERKASA,False,True,False,False,False,False,False,False,1,1,,,
15845,ocds-20h3g7-RUP-11338034-40548289,Belanja Pengadaan Peta Potensi Investasi dan Peluang Usaha,2023-02-02 08:56:27,,,,,Pemerintah Daerah Kota Depok,,False,True,False,False,False,False,False,False,1,1,,,
6344,ocds-20h3g7-RUP-8055422-39851620,Peningkatan Jalan Lingkungan Desa Wasuponda,2023-01-17 02:39:48,,,,,Pemerintah Daerah Kabupaten Luwu Timur,,False,True,False,False,False,False,False,False,1,1,,,
